"SIPUNCULA",,,,,,,,,,,,,,,
"Entoprocta ","sp.","Entoprocta1.jpg","Entoprocta sp.","None","*","None","Unknown","Entroproctatext.doc","Unknown","Entoprocta1.txt","*","*","*","*","*"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"ECHIURA",,,,,,,,,,,,,,,
"Genus","Species","Picture","Photo Title","Photo Caption","Photographer","Suggested Common Name","Photo Locality","Text","Identification","Description","Known Distribution","Ecology","Size","Depth","Reference"
"Bonellid","sp","Bonellid1.jpg","Bonellid sp","None","David Barnes","None","Livingston Is. (AP)","Echiuratext.doc","Unknown","Echiura1.txt","Echiura2.txt","Echiura3.txt","Echiura4.txt","*","Echiura6.txt"
"Echiura","sp.","Echiura1.jpg","Echiura sp.","None","David Barnes","None","*","Echiuratext.doc","Unknown","Echiura1.txt","Echiura2.txt","Echiura3.txt","Echiura4.txt","*","Echiura6.txt"
"Echiurus ","antarcticus","Echiurus1.jpg","Echiurus antarcticus","None","Rob Larter","None","see Rob Larter","Echiuratext.doc","Unknown","Echiura1.txt","Echiura2.txt","Echiura3.txt","Echiura4.txt","*","Echiura6.txt"
,,,,,,,,,,"Echiura1.txt","Echiura2.txt","Echiura3.txt","Echiura4.txt","*","Echiura6.txt"
"BRACHIOPODS",,,,,,,,,,,,,,,
"Genus","Species","Picture","Photo Title","Photo Caption","Photographer","Suggested Common Name","Photo Locality","Text","Identification","Description","Known Distribution","Ecology","Size","Depth","Reference"
"Compsothyris","racovitzae ","Compsothyris1.jpg","Compsothyris racovitzae ","None","David Barnes","None","Falkland Trough","*","David Barnes","*","*","*","*","*","*"
"Dallina","eltanini","Dallina1.jpg","Dallina eltanini ","None","David Barnes","None","Falkland Trough","*","David Barnes","*","*","*","*","*","*"
"Liothyrella","sp.","Liothyrella1.sp.jpg","Liothyrella uva","None","David Barnes","Common Antarctic brachiopod","Signy I., South Orkney Is.","*","David Barnes","*","*","*","*","*","*"
"Liothyrella","uva","Liothyrella1.uva.jpg","Liothyrella uva","None","David Barnes","Common Antarctic brachiopod","Ryder Bay (WAP)","*","David Barnes","*","*","*","*","*","*"
"Liothyrella","uva","Liothyrella2.uva.jpg","Liothyrella uva","None","BAS","Common Antarctic brachiopod","Ryder Bay (WAP)","*","David Barnes","*","*","*","*","*","*"
"Liothyrella","uva","Liothyrella3.uva.jpg","Liothyrella uva","None","Simon Brockington","None","Rothera Point","*","David Barnes","*","*","*","*","*","*"
"Manithyris ","rossi","Manithyris1.jpg","Manithyris rossi ?","dorsal","David Barnes","None","Shag Rocks, Scotia arc","*","David Barnes","*","*","*","*","*","*"
"Manithyris ","rossi","Manithyris2.jpg","Manithyris rossi ?","ventral","David Barnes","None","Shag Rocks, Scotia arc","*","David Barnes","*","*","*","*","*","*"
"Magellania","sp.","Magellania1.jpg","Magellania fragilis","None","David Barnes","None","Signy I., South Orkney Is.","*","David Barnes","*","*","*","*","*","*"
,,,,,,,,,,,,,,,
"PLATYHELMINTHES",,,,,,,,,,,,,,,
"Genus","Species","Picture","Photo Title","Photo Caption","Photographer","Suggested Common Name","Photo Locality","Text","Identification","Description","Known Distribution","Ecology","Size","Depth","Reference"
"Pseudoceros","sp.","Pseudoceros1.jpg","Pseudoceros sp.","None","Cath Waller","None","Ryder Bay (WAP)","*","Kate Rawlinson","*","*","*","*","*","*"
"Pseudoceros","sp.","Pseudoceros2.jpg","Pseudoceros sp.","Ventral","Cath Waller","None","Ryder Bay (WAP)","*","Kate Rawlinson","*","*","*","*","*","*"
"Tubellaria","sp.","Tubellaria1.jpg","Tubellaria sp.","None","Stephan Hain","None","Signy I., South Orkney Is.","*","David Barnes","*","*","*","*","*","*"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
